,B:suspect,B:victim,B:concept,B:object,B:none,C:human,C:object,C:none,C:concept,F:murderer,F:victim,F:object,F:concept
48,-0.61677045,-0.047723096,-0.14066891,0.103865996,0.5139907,-1.4203794,-0.40145996,0.77612495,-0.3847596,0.049286254,0.15359983,-0.091865435,0.0371041
49,-0.61677045,-0.047723096,-0.14066891,0.103865996,0.5139907,-1.4203794,-0.40145996,0.77612495,-0.3847596,0.049286254,0.15359983,-0.091865435,0.0371041
50,-0.61677045,-0.047723096,-0.14066891,0.103865996,0.5139907,-1.4203794,-0.40145996,0.77612495,-0.3847596,0.049286254,0.15359983,-0.091865435,0.0371041
51,-0.61677045,-0.047723096,-0.14066891,0.103865996,0.5139907,-1.4203794,-0.40145996,0.77612495,-0.3847596,0.049286254,0.15359983,-0.091865435,0.0371041
52,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
53,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
54,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
55,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
56,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
57,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
58,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
59,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
60,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
61,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
62,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
63,-0.6339523,-0.06255983,0.33705413,-0.18566018,0.19499531,-0.30679017,-0.48938248,-0.10589459,0.16372344,-0.28655067,0.7803678,0.29902214,0.2074088
64,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
65,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
66,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
67,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
68,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
69,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
70,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
71,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
72,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
73,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
74,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
75,0.04781879,-0.45378694,0.5929969,-0.23980539,-0.22513612,0.53682464,-0.36022606,-0.4228159,0.40681225,0.40109017,-0.9674717,-0.32283622,1.072943
76,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
77,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
78,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
79,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
80,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
81,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
82,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
83,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
84,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
85,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
86,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
87,0.14155833,-0.14999813,-0.12612967,-0.51074606,-0.055842847,0.5881,-0.37857142,-0.51882905,-0.05017674,0.2200238,-0.10674734,-0.5795078,0.5899266
88,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
89,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
90,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
91,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
92,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
93,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
94,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
95,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
96,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
97,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
98,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
99,0.1647155,-0.25141242,0.58706063,-0.3813218,-0.100122005,0.35711122,-0.36164343,-0.1720815,0.4182608,-0.37091714,0.5522925,-0.5653614,0.87998116
100,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
101,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
102,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
103,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
104,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
105,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
106,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
107,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
108,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
109,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
110,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
111,-0.2228275,0.39357606,0.7101195,-0.2647701,0.25237212,-0.03956538,-0.5581853,-0.5504992,1.0934004,-0.1550038,-1.1104196,-0.3349343,0.74820006
112,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
113,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
114,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
115,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
116,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
117,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
118,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
119,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
120,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
121,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
122,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
123,0.49290442,-0.10903174,-0.006277539,-0.2535382,-0.42731103,0.6259442,-0.6390368,-0.27842882,0.06873924,0.871517,-0.79931414,-0.5096717,0.2899665
124,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
125,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
126,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
127,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
128,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
129,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
130,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
131,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
132,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
133,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
134,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
135,-0.20316918,-0.25634146,0.41195983,-0.25658584,0.072635874,0.10684946,-0.34010175,-0.32179233,0.10695453,-0.31246436,-0.5954977,-0.12363729,1.0851182
136,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
137,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
138,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
139,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
140,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
141,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
142,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
143,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
144,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
145,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
146,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
147,0.16970418,0.13085537,0.88571346,-0.3620664,-0.21929024,0.5580498,-0.70139617,-0.26547214,0.994341,0.4908228,-0.46039578,-0.49612474,0.97770154
148,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
149,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
150,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
151,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
152,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
153,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
154,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
155,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
156,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
157,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
158,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
159,-0.42725375,0.06834431,0.6251396,-0.41044614,0.012116764,-0.38972872,-0.31834027,-0.02569192,0.44941965,-0.21719924,-0.16152574,-0.24193798,1.3546168
